PilotID	AddressType	ZipCode	State	City	Country
142	Vacation	60601	Ohio	Chicago	Australia
143	Office	90001	New York	Houston	Brazil
144	Home	33101	Texas	Houston	Brazil
145	Home	33101	Florida	Detroit	Australia
146	Vacation	33101	California	Los Angeles	Australia
147	Home	60601	Florida	New York	Australia
148	Office	90001	Texas	New York	Canada
149	Vacation	60601	New York	Los Angeles	USA
150	Office	90210	Texas	Detroit	Australia
151	Office	33101	California	Chicago	Germany
152	Vacation	48227	Texas	Los Angeles	Canada
153	Vacation	90210	Florida	Detroit	USA
154	Home	90001	Florida	Houston	Australia
155	Home	90210	Florida	Detroit	Brazil
156	Vacation	33101	Ohio	Houston	Brazil
157	Home	33101	Florida	Houston	Australia
158	Home	60601	California	Houston	Canada
159	Office	90210	New York	Chicago	Germany
160	Home	48227	Florida	New York	USA
161	Office	90001	California	New York	Australia
162	Office	48227	New York	Chicago	USA
163	Office	48227	Florida	Chicago	Canada
164	Vacation	48227	Ohio	Chicago	USA
165	Vacation	33101	New York	Chicago	Canada
166	Office	33101	Ohio	Houston	Australia
167	Office	90001	Ohio	Chicago	Canada
168	Vacation	90210	Texas	Chicago	Germany
169	Home	90001	California	Los Angeles	USA
170	Home	48227	New York	Houston	Canada
171	Office	48227	California	Los Angeles	Germany
172	Office	90210	New York	New York	Australia
173	Home	90001	New York	Chicago	USA
174	Office	90001	Ohio	Houston	Germany
175	Vacation	33101	Ohio	Chicago	Australia
176	Vacation	90210	California	New York	USA
177	Office	90001	California	Chicago	Australia
178	Office	90210	Texas	Detroit	Brazil
179	Vacation	60601	Ohio	Los Angeles	Canada
180	Vacation	90210	Florida	Los Angeles	Brazil
181	Home	48227	New York	New York	Germany
182	Office	48227	Texas	Chicago	Australia
183	Vacation	60601	New York	Detroit	Germany
184	Home	90210	New York	Chicago	Canada
185	Home	33101	New York	Los Angeles	USA
186	Office	48227	Florida	Houston	Germany
187	Vacation	60601	California	Detroit	Australia
188	Home	33101	Florida	Detroit	Brazil
189	Office	90210	California	Los Angeles	Brazil
190	Vacation	90210	New York	Los Angeles	USA
191	Home	48227	Ohio	Houston	USA
192	Vacation	90210	Ohio	Houston	Germany
193	Office	33101	Texas	Chicago	Canada
194	Vacation	90210	Florida	Los Angeles	Germany
195	Office	60601	Florida	Detroit	USA
196	Vacation	90210	California	Los Angeles	Canada
197	Office	90210	California	New York	USA
198	Vacation	90001	California	New York	USA
199	Vacation	60601	California	New York	Australia
200	Vacation	90210	Ohio	New York	Canada
201	Office	60601	Florida	Los Angeles	Brazil
202	Office	48227	Florida	Chicago	USA
203	Vacation	60601	New York	New York	Brazil
204	Home	60601	California	Los Angeles	USA
205	Home	90210	Texas	Chicago	Canada
206	Office	90001	Ohio	Houston	Germany
207	Office	90210	Texas	Chicago	Australia
208	Home	60601	Texas	Chicago	Germany
209	Home	60601	Ohio	New York	Germany
210	Vacation	33101	Texas	Detroit	Australia
211	Office	90001	Florida	Houston	USA
212	Vacation	90001	Florida	Houston	Brazil
213	Vacation	90001	Ohio	New York	Canada
214	Office	90001	Texas	Detroit	Brazil
215	Office	33101	Texas	Chicago	Australia
216	Home	48227	New York	Houston	Australia
217	Office	48227	Florida	New York	Germany
218	Home	60601	Florida	Chicago	Canada
219	Home	60601	California	Chicago	Canada
220	Office	48227	New York	Los Angeles	USA
221	Office	33101	California	New York	Canada
222	Vacation	60601	Florida	Houston	Brazil
223	Office	33101	Florida	Chicago	Germany
224	Vacation	90210	Florida	Houston	USA
225	Home	90210	New York	Detroit	Canada
226	Office	90001	New York	Detroit	Canada
227	Office	33101	California	Los Angeles	Germany
228	Vacation	33101	Florida	Houston	Germany
229	Vacation	60601	Florida	Houston	USA
230	Vacation	60601	California	Detroit	Germany
231	Home	60601	New York	Detroit	Brazil
232	Office	90210	Florida	Los Angeles	Australia
233	Office	33101	New York	Chicago	Germany
234	Home	90001	Texas	Houston	Brazil
235	Home	33101	New York	Chicago	Canada
236	Office	90210	Ohio	Los Angeles	Brazil
237	Home	90001	New York	Los Angeles	USA
238	Vacation	90210	Florida	Houston	Germany
239	Home	90210	New York	Detroit	Canada
240	Vacation	33101	Texas	Houston	Canada
241	Office	48227	Florida	Houston	Australia
242	Vacation	60601	California	Los Angeles	Brazil
243	Vacation	90001	California	Houston	Brazil
244	Home	90210	California	Detroit	Canada
245	Home	60601	New York	New York	Canada
246	Vacation	48227	Florida	Los Angeles	Australia
247	Vacation	60601	Ohio	Chicago	USA
248	Home	33101	Florida	Houston	Canada
249	Office	33101	Florida	Detroit	Germany
250	Vacation	48227	Florida	Chicago	USA
251	Vacation	60601	Ohio	Chicago	Brazil
252	Vacation	60601	New York	Los Angeles	Brazil
253	Home	90210	New York	Detroit	Australia
254	Home	60601	New York	New York	USA
255	Office	90210	Ohio	Los Angeles	Australia
256	Office	48227	Ohio	New York	Brazil
257	Office	60601	New York	Los Angeles	Germany
258	Office	33101	California	New York	Germany
259	Office	48227	New York	New York	Australia
260	Office	33101	California	Detroit	Brazil
261	Home	48227	California	New York	Canada
262	Home	33101	Texas	Houston	Australia
263	Home	90001	Florida	New York	Brazil
264	Home	33101	New York	Chicago	Brazil
265	Office	90001	California	New York	Canada
266	Vacation	33101	Texas	Chicago	Australia
267	Vacation	33101	Florida	Los Angeles	Canada
268	Office	90210	Texas	New York	USA
269	Home	90210	New York	Los Angeles	Australia
270	Home	90001	Texas	Houston	Brazil
271	Home	60601	Ohio	Los Angeles	Germany
272	Vacation	33101	California	Detroit	Germany
273	Vacation	90001	Florida	Chicago	Brazil
274	Office	90210	Ohio	Chicago	USA
275	Vacation	60601	Ohio	Houston	Brazil
276	Vacation	90210	California	Chicago	Brazil
277	Vacation	90001	Texas	Chicago	Australia
278	Home	48227	Ohio	Detroit	USA
279	Home	60601	Florida	Houston	Brazil
280	Office	90210	Ohio	Detroit	Canada
281	Home	33101	Florida	New York	Germany
282	Home	60601	Florida	Detroit	Brazil
283	Vacation	90001	California	Los Angeles	USA
284	Home	90001	Texas	Los Angeles	Canada
285	Office	90210	Texas	Los Angeles	Australia
286	Home	90001	California	Detroit	Australia
287	Office	60601	Texas	Houston	Brazil
288	Office	90001	New York	Los Angeles	Canada
289	Office	48227	Texas	Los Angeles	Germany
290	Home	90210	California	Chicago	Germany
291	Office	90001	Florida	Detroit	USA
292	Office	33101	Ohio	Los Angeles	USA
293	Home	90210	New York	Chicago	USA
294	Home	90001	New York	New York	Canada
295	Office	90210	Ohio	Chicago	Canada
296	Vacation	48227	New York	Chicago	Brazil
297	Vacation	48227	California	Los Angeles	Brazil
298	Vacation	90001	California	New York	Canada
299	Home	90001	New York	Los Angeles	Canada
300	Home	60601	California	New York	Canada
301	Office	90001	California	Detroit	Canada
302	Office	48227	Texas	Los Angeles	Australia
303	Vacation	33101	Florida	Los Angeles	Canada
304	Vacation	90210	Florida	Los Angeles	USA
305	Vacation	33101	New York	Chicago	Canada
306	Office	33101	California	New York	USA
307	Vacation	48227	New York	Los Angeles	USA
308	Home	90210	New York	Los Angeles	Germany
309	Home	33101	Florida	Chicago	USA
310	Home	48227	New York	Los Angeles	USA
311	Office	90001	California	New York	Australia
312	Office	90210	California	Houston	Canada
313	Office	90001	New York	Detroit	Canada
314	Home	60601	Florida	Chicago	Brazil
315	Home	60601	Ohio	Los Angeles	USA
316	Home	90001	New York	Houston	Australia
317	Home	90001	New York	Detroit	Australia
318	Office	90001	New York	Houston	Canada
319	Home	48227	Texas	Detroit	Germany
320	Home	60601	New York	Detroit	Canada
321	Office	90001	Ohio	Houston	USA
322	Home	90001	Florida	Chicago	USA
323	Home	48227	Ohio	Los Angeles	Brazil
324	Vacation	90210	New York	New York	Canada
325	Vacation	48227	Florida	Los Angeles	Canada
326	Home	33101	New York	Los Angeles	Brazil
327	Office	90210	Florida	Detroit	Canada
328	Home	48227	California	Detroit	Brazil
329	Office	33101	Florida	Detroit	Brazil
330	Vacation	90001	California	Chicago	Germany
331	Vacation	90210	Texas	Los Angeles	Australia
332	Home	60601	California	Chicago	Brazil
333	Vacation	90210	Ohio	Los Angeles	Canada
334	Office	60601	Texas	Houston	USA
335	Office	33101	Florida	Detroit	Canada
336	Vacation	33101	Ohio	Detroit	Brazil
337	Home	90001	Texas	Los Angeles	Canada
338	Home	90001	Ohio	New York	Brazil
339	Vacation	48227	California	Houston	USA
340	Office	90210	California	Chicago	Germany
341	Vacation	90001	Florida	Houston	Canada
342	Home	60601	New York	Houston	USA
343	Office	90210	New York	Detroit	Canada
344	Office	60601	Texas	Chicago	Australia
345	Vacation	90001	Texas	Los Angeles	Germany
346	Office	90001	Ohio	Los Angeles	Germany
347	Office	48227	New York	Detroit	Canada
348	Office	90001	New York	Los Angeles	Brazil
349	Vacation	60601	Texas	Houston	Brazil
350	Office	60601	Florida	Houston	Germany
351	Vacation	90210	New York	Los Angeles	Australia
352	Office	33101	California	Los Angeles	Germany
353	Home	90210	New York	Los Angeles	Canada
354	Home	33101	New York	Los Angeles	USA
355	Home	33101	Florida	New York	USA
356	Home	90001	Ohio	Detroit	Canada
357	Vacation	90210	Ohio	Houston	USA
358	Home	90210	Texas	Detroit	Canada
359	Vacation	48227	New York	Houston	Brazil
360	Office	90210	California	Houston	USA
361	Home	33101	Texas	Houston	Brazil
362	Office	60601	New York	Houston	USA
363	Office	90001	Ohio	Detroit	USA
364	Vacation	60601	New York	Houston	Canada
365	Home	48227	Texas	Houston	Australia
366	Office	33101	Texas	New York	Brazil
367	Office	90210	New York	Houston	USA
368	Home	48227	New York	Houston	USA
369	Vacation	48227	Ohio	Chicago	Brazil
370	Home	48227	Ohio	Houston	Australia
371	Vacation	90210	Ohio	Chicago	Australia
372	Home	90210	New York	New York	Brazil
373	Office	48227	New York	Houston	Germany
374	Office	60601	Texas	Detroit	USA
375	Vacation	90210	Texas	Chicago	Canada
376	Vacation	90210	Florida	Los Angeles	USA
377	Home	60601	California	Houston	Brazil
378	Office	48227	California	Houston	Brazil
379	Home	90210	California	Los Angeles	Germany
380	Vacation	90210	California	Detroit	USA
381	Vacation	90001	Texas	New York	Canada
382	Vacation	90210	New York	Los Angeles	Australia
383	Office	90001	Florida	New York	Germany
384	Vacation	90210	Ohio	Detroit	Brazil
385	Office	48227	Ohio	Houston	USA
386	Home	60601	California	Houston	Australia
387	Vacation	90210	Texas	Los Angeles	Germany
388	Office	90210	California	Detroit	Australia
389	Home	90210	Ohio	Los Angeles	Brazil
390	Vacation	33101	New York	Detroit	Canada
391	Vacation	33101	Texas	Los Angeles	Canada
392	Home	33101	New York	Los Angeles	Brazil
393	Home	48227	California	Houston	Brazil
394	Vacation	33101	Ohio	Los Angeles	USA
395	Office	60601	Texas	Detroit	Brazil
396	Vacation	33101	Florida	Houston	Canada
397	Home	33101	Texas	Houston	Australia
398	Office	90210	New York	Detroit	Australia
399	Vacation	48227	Ohio	Los Angeles	Australia
400	Office	90210	Ohio	New York	Brazil
401	Vacation	60601	Ohio	New York	Brazil
402	Office	60601	Ohio	Detroit	Canada
403	Office	48227	Texas	Detroit	Canada
404	Vacation	90210	Ohio	Chicago	Canada
405	Home	48227	Texas	Los Angeles	Germany
406	Home	33101	Florida	Detroit	Brazil
407	Office	60601	Ohio	Los Angeles	USA
408	Home	90001	Ohio	Detroit	USA
409	Vacation	33101	Florida	Chicago	USA
410	Home	90210	New York	New York	Germany
411	Office	33101	New York	Detroit	USA
412	Home	33101	Ohio	Chicago	Australia
413	Vacation	33101	Ohio	Chicago	Canada
414	Vacation	90001	Florida	Houston	Germany
415	Vacation	60601	Florida	Detroit	USA
416	Home	90210	California	Los Angeles	Australia
417	Office	48227	New York	Houston	Australia
418	Home	60601	New York	Detroit	Canada
419	Home	90001	New York	Detroit	Brazil
420	Office	90001	Ohio	Chicago	Australia
421	Home	60601	Texas	Detroit	USA
422	Office	60601	California	New York	Brazil
423	Home	60601	Florida	Los Angeles	Australia
424	Vacation	48227	California	New York	Germany
425	Office	48227	Florida	New York	Brazil
426	Office	33101	New York	Detroit	Brazil
427	Vacation	90210	Texas	New York	Germany
428	Home	90001	Texas	Houston	USA
429	Vacation	48227	Texas	New York	Canada
430	Vacation	90001	Florida	New York	USA
431	Vacation	60601	Texas	Houston	Germany
432	Vacation	60601	Florida	New York	Brazil
433	Vacation	90001	Texas	Los Angeles	Germany
434	Vacation	90210	Ohio	Houston	Australia
435	Home	48227	California	Detroit	Brazil
436	Office	60601	Texas	Houston	Germany
437	Vacation	90210	New York	Chicago	Brazil
438	Home	33101	California	Houston	Brazil
439	Vacation	90210	Texas	Chicago	Germany
440	Home	33101	Ohio	Houston	Brazil
441	Office	33101	California	Chicago	Canada
442	Home	90001	Texas	Detroit	Brazil
443	Office	60601	Texas	Houston	Canada
444	Vacation	60601	California	New York	Australia
445	Vacation	48227	Texas	Los Angeles	USA
446	Home	90210	Florida	Los Angeles	Australia
447	Vacation	60601	Texas	Houston	Australia
448	Office	90001	Florida	Houston	Canada
449	Vacation	90210	Texas	Detroit	Germany
450	Home	60601	Ohio	New York	USA
451	Vacation	60601	California	Detroit	Australia
452	Vacation	90001	Ohio	New York	Canada
453	Vacation	60601	Florida	Chicago	Brazil
454	Vacation	90210	New York	Detroit	USA
455	Home	60601	Ohio	New York	USA
456	Home	33101	Ohio	Houston	USA
457	Office	48227	California	Chicago	Canada
458	Home	48227	Florida	Los Angeles	USA
459	Home	90210	California	Detroit	Canada
460	Office	60601	New York	Chicago	USA
461	Office	60601	Florida	Detroit	Germany
462	Office	60601	Ohio	Los Angeles	Brazil
463	Office	33101	Florida	Houston	Canada
464	Office	33101	California	Detroit	Brazil
465	Office	48227	California	New York	Canada
466	Home	90210	Florida	New York	USA
467	Office	60601	New York	Houston	Australia
468	Vacation	90001	Texas	Chicago	USA
469	Home	48227	Ohio	Houston	Germany
470	Office	90210	Ohio	Chicago	Germany
471	Vacation	33101	Florida	Houston	USA
472	Vacation	90001	California	Houston	Australia
473	Vacation	90001	Texas	Houston	USA
474	Office	60601	Ohio	New York	Brazil
475	Home	48227	Florida	Houston	Canada
476	Home	33101	Florida	Chicago	Germany
477	Home	33101	New York	Los Angeles	Germany
478	Home	60601	Florida	Detroit	Australia
479	Home	33101	Texas	Chicago	USA
480	Home	60601	Ohio	Chicago	Germany
481	Vacation	48227	California	Detroit	Brazil
482	Home	60601	Florida	Chicago	Brazil
483	Home	48227	Texas	New York	Canada
484	Home	48227	California	Houston	Brazil
485	Vacation	90001	California	New York	USA
486	Home	33101	Texas	Detroit	USA
487	Home	48227	Texas	Chicago	Brazil
488	Office	90001	New York	New York	Brazil
489	Home	33101	Florida	Chicago	Brazil
490	Home	60601	California	Detroit	Australia
491	Home	90210	California	Los Angeles	Germany
492	Home	33101	Florida	Chicago	Australia
493	Vacation	90210	New York	Los Angeles	Australia
494	Office	48227	Florida	Los Angeles	Brazil
495	Vacation	48227	Florida	Detroit	Germany
496	Office	33101	Texas	Chicago	Australia
497	Office	48227	Texas	Houston	Australia
498	Vacation	90001	Florida	Los Angeles	Australia
499	Vacation	90001	Texas	New York	Germany
500	Office	90001	New York	New York	USA
501	Vacation	48227	Florida	Detroit	Germany
502	Vacation	33101	New York	Los Angeles	USA
503	Home	90210	Texas	New York	Germany
504	Vacation	60601	Ohio	Chicago	Australia
505	Vacation	33101	California	Chicago	Germany
506	Office	90001	Ohio	Los Angeles	Brazil
507	Vacation	60601	New York	New York	Brazil
508	Office	48227	Texas	Detroit	USA
509	Vacation	48227	Texas	New York	Germany
510	Office	60601	Texas	Chicago	Canada
511	Home	90210	Texas	Chicago	Canada
512	Vacation	60601	Florida	Houston	Australia
513	Vacation	60601	Florida	Chicago	Australia
514	Home	90001	Ohio	Houston	Brazil
515	Office	90001	New York	Los Angeles	Canada
516	Office	48227	Florida	Los Angeles	Germany
517	Office	60601	New York	Chicago	Brazil
518	Vacation	33101	Ohio	Chicago	Brazil
519	Vacation	90210	New York	New York	Canada
520	Home	33101	Ohio	Los Angeles	Brazil
521	Vacation	48227	Ohio	Detroit	Brazil
522	Home	33101	Ohio	New York	Brazil
523	Office	90210	New York	Chicago	Australia
524	Office	33101	California	Houston	USA
525	Vacation	33101	Florida	Chicago	Germany
526	Office	48227	California	Los Angeles	Germany
527	Home	48227	Florida	Houston	Australia
528	Office	48227	California	Chicago	Australia
529	Vacation	60601	California	Houston	Germany
530	Home	90210	California	Detroit	Brazil
531	Office	48227	Ohio	Chicago	Brazil
532	Home	33101	Ohio	Los Angeles	Germany
533	Office	90210	Florida	Los Angeles	Canada
534	Office	90210	California	New York	Germany
535	Vacation	90001	New York	Los Angeles	Germany
536	Vacation	90210	New York	New York	Canada
537	Home	90210	California	Houston	USA
538	Office	90210	Florida	Chicago	Germany
539	Vacation	48227	Florida	Chicago	Canada
540	Office	60601	Ohio	Houston	Germany
541	Home	60601	California	Detroit	Germany
542	Home	48227	California	Houston	Canada
543	Office	33101	Ohio	Detroit	Brazil
544	Office	60601	Ohio	Chicago	Germany
545	Home	60601	Texas	Houston	Canada
546	Office	33101	California	New York	USA
547	Vacation	60601	Florida	Houston	Australia
548	Office	90001	California	Houston	USA
549	Office	48227	Florida	Los Angeles	Brazil
550	Office	33101	Florida	Los Angeles	Australia
551	Home	48227	Texas	Houston	Germany
552	Home	90001	Ohio	Houston	USA
553	Home	90210	Texas	Houston	Brazil
554	Home	60601	Ohio	Detroit	USA
555	Home	48227	Ohio	Los Angeles	Australia
556	Office	60601	Ohio	Houston	USA
557	Vacation	60601	Texas	Houston	Australia
558	Vacation	33101	Florida	Chicago	Brazil
559	Vacation	90210	New York	New York	USA
560	Home	48227	Texas	Los Angeles	USA
561	Vacation	90210	Texas	Chicago	Australia
562	Home	90210	Ohio	Chicago	Brazil
563	Home	48227	New York	Chicago	Australia
564	Vacation	33101	Texas	Chicago	Canada
565	Office	90210	Ohio	Houston	Australia
566	Vacation	60601	Florida	Detroit	Canada
567	Vacation	90001	California	Chicago	Canada
568	Home	90210	Florida	Houston	Germany
569	Vacation	48227	Texas	New York	Brazil
570	Office	33101	New York	Los Angeles	USA
571	Vacation	90001	Florida	Houston	USA
572	Home	60601	Florida	Chicago	USA
573	Office	60601	Texas	Detroit	Australia
574	Office	48227	Ohio	New York	Germany
575	Home	90210	Florida	Chicago	Canada
576	Home	60601	Ohio	Chicago	Brazil
577	Office	90210	Florida	Houston	Australia
578	Office	48227	Florida	New York	Brazil
579	Office	90210	California	Detroit	Australia
580	Home	90001	Texas	Detroit	Canada
581	Office	90001	Texas	Los Angeles	USA
582	Office	33101	California	Detroit	Germany
583	Office	33101	California	Los Angeles	Canada
584	Vacation	90210	Texas	Los Angeles	Brazil
585	Office	48227	Texas	New York	Brazil
586	Vacation	90001	Ohio	Houston	USA
587	Home	33101	Texas	Los Angeles	USA
588	Vacation	33101	New York	Houston	Germany
589	Home	60601	New York	New York	USA
590	Vacation	48227	Texas	New York	Germany
591	Vacation	33101	New York	Chicago	Canada
592	Vacation	90210	Texas	Detroit	Brazil
593	Vacation	33101	New York	Houston	Brazil
594	Office	33101	Ohio	New York	Australia
595	Home	48227	California	Houston	Brazil
596	Vacation	48227	Florida	New York	Australia
597	Office	90001	Texas	Houston	Australia
598	Vacation	60601	Ohio	Detroit	Canada
599	Office	48227	Florida	Houston	Brazil
600	Home	90001	Ohio	New York	Australia
601	Vacation	60601	New York	Houston	USA
602	Office	33101	New York	New York	Australia
603	Home	90210	Ohio	Chicago	Australia
604	Home	90001	New York	New York	Australia
605	Office	90001	Texas	Houston	Germany
606	Office	48227	New York	Chicago	Germany
607	Home	90210	Ohio	Detroit	Australia
608	Home	90001	Ohio	Chicago	Brazil
609	Office	60601	California	Los Angeles	USA
610	Office	60601	California	Chicago	Australia
611	Vacation	90210	California	New York	Canada
612	Vacation	90001	Texas	Los Angeles	Brazil
613	Vacation	48227	California	Los Angeles	Brazil
614	Office	90210	New York	Detroit	USA
615	Home	60601	New York	Los Angeles	Australia
616	Office	60601	Texas	Chicago	Germany
617	Vacation	48227	California	Chicago	Brazil
618	Vacation	60601	California	Detroit	Brazil
619	Office	48227	New York	New York	Canada
620	Vacation	60601	Florida	Chicago	Germany
621	Home	90001	Ohio	Detroit	Canada
622	Vacation	48227	Florida	Houston	Australia
623	Home	33101	Florida	Los Angeles	USA
624	Vacation	60601	Florida	Chicago	Australia
625	Office	90001	Florida	Detroit	Canada
626	Office	90210	New York	Detroit	USA
627	Home	60601	Texas	New York	Canada
628	Home	90001	California	Detroit	Germany
629	Home	90001	New York	Houston	Canada
630	Vacation	60601	Ohio	New York	Australia
631	Office	90210	New York	Chicago	Australia
632	Vacation	90210	Florida	Chicago	USA
633	Vacation	60601	Texas	Los Angeles	Australia
634	Vacation	33101	Ohio	Houston	USA
635	Vacation	60601	New York	Houston	Canada
636	Home	48227	California	Detroit	Brazil
637	Vacation	33101	New York	Houston	USA
638	Home	48227	California	Detroit	Australia
639	Vacation	90001	Florida	Chicago	Canada
640	Vacation	33101	Ohio	Houston	Brazil
641	Vacation	60601	New York	Houston	USA
642	Home	48227	California	Houston	USA
643	Home	60601	Ohio	Chicago	Canada
644	Office	90210	Texas	Detroit	Germany
645	Vacation	60601	California	Houston	USA
646	Office	33101	Texas	New York	Brazil
647	Home	33101	New York	Los Angeles	Germany
648	Home	48227	Texas	Chicago	Germany
649	Home	90210	California	Detroit	Australia
650	Office	60601	Florida	Chicago	Canada
651	Home	90210	Florida	Detroit	Australia
652	Vacation	60601	Texas	Houston	Germany
653	Home	90001	New York	Chicago	Germany
654	Office	33101	California	Detroit	Brazil
655	Office	33101	Ohio	Los Angeles	Germany
656	Office	33101	California	Houston	Germany
657	Office	90210	Texas	New York	Germany
658	Home	33101	California	New York	Canada
659	Home	90210	New York	Houston	USA
660	Office	60601	Texas	New York	Germany
661	Vacation	33101	Ohio	New York	Germany
662	Office	48227	New York	New York	Canada
